entrada,salida
en 1973 alain colmenauer y su equipo de investigación en la universidad de aix-marseille crean prolog del francés programmation en logique un lenguaje de programación ampliamente utilizado en ia,En 1973 Alain Colmenauer y su equipo de investigación en la Universidad de Aix-Marseille crean PROLOG del francés PROgrammation en LOGique un lenguaje de programación ampliamente utilizado en IA.
en 1973 shank y abelson desarrollan los guiones o scripts pilares de muchas técnicas actuales en inteligencia artificial y la informática en general,"En 1973 Shank y Abelson desarrollan los guiones, o scripts, pilares de muchas técnicas actuales en inteligencia artificial y la informática en general."
en 1974 edward shortliffe escribe su tesis con mycin uno de los sistemas expertos más conocidos que asistió a médicos en el diagnóstico y tratamiento de infecciones en la sangre,"En 1974 Edward Shortliffe escribe su tesis con MYCIN, uno de los Sistemas Expertos más conocidos, que asistió a médicos en el diagnóstico y tratamiento de infecciones en la sangre."
en las décadas de 1970 y 1980 creció el uso de sistemas expertos como mycin r1 xcon abrl pip puff casnet internist caduceus etc algunos permanecen hasta hoy shells como emycin expert opss,"En las décadas de 1970 y 1980, creció el uso de sistemas expertos, como MYCIN R1 XCON, ABRL, PIP, PUFF, CASNET, INTERNIST CADUCEUS, etc. Algunos permanecen hasta hoy Shells como EMYCIN, EXPERT, OPSS."
en 1981 kazuhiro fuchi anuncia el proyecto japonés de la quinta generación de computadoras,En 1981 Kazuhiro Fuchi anuncia el proyecto japonés de la quinta generación de computadoras.
en 1986 mcclelland y rumelhart publican parallel distributed processing redes neuronales,En 1986 McClelland y Rumelhart publican Parallel Distributed Processing Redes Neuronales .
en 1987 hitachi desarrollo el sendai subway 1000 el primer tren autónomo de la historia fue el primer de tren del mundo en utilizar lógica difusa para controlar su velocidad arranques y paradas,"En 1987 Hitachi desarrollo el Sendai Subway 1000, el primer tren autónomo de la historia. Fue el primer de tren del mundo en utilizar lógica difusa para controlar su velocidad, arranques y paradas."
en 1997 gari kaspárov campeón mundial de ajedrez pierde ante la computadora autónoma deep blue,"En 1997 Gari Kaspárov, campeón mundial de ajedrez, pierde ante la computadora autónoma Deep Blue."
en 2006 se celebró el aniversario con el congreso en español 50 años de inteligencia artificial - campus multidisciplinar en percepción e inteligencia 2006,En 2006 se celebró el aniversario con el Congreso en español 50 años de inteligencia artificial - Campus Multidisciplinar en Percepción e Inteligencia 2006.
en 2009 ya había en desarrollo sistemas inteligentes terapéuticos que permiten detectar emociones para poder interactuar con niños autistas,En 2009 ya había en desarrollo sistemas inteligentes terapéuticos que permiten detectar emociones para poder interactuar con niños autistas.
en 2011 ibm desarrolló un superordenador llamado watson el cual ganó una ronda de tres juegos seguidos de jeopardy venciendo a sus dos máximos campeones y ganando un premio de 1 millón de dólares que ibm luego donó a obras de caridad,"En 2011 IBM desarrolló un superordenador llamado Watson, el cual ganó una ronda de tres juegos seguidos de Jeopardy , venciendo a sus dos máximos campeones, y ganando un premio de 1 millón de dólares que IBM luego donó a obras de caridad."
en 2016 un programa informático ganó cinco a cero al triple campeón de europa de go,"En 2016, un programa informático ganó cinco a cero al triple campeón de Europa de Go."
en 2016 el entonces presidente obama habla sobre el futuro de la inteligencia artificial y la tecnología,"En 2016, el entonces presidente Obama habla sobre el futuro de la inteligencia artificial y la tecnología."
existen personas que al dialogar sin saberlo con un chatbot no se percatan de hablar con un programa de modo tal que se cumple la prueba de turing como cuando se formuló existirá inteligencia artificial cuando no seamos capaces de distinguir entre un ser humano y un programa informático en una conversación a ciegas,"Existen personas que al dialogar sin saberlo con un chatbot no se percatan de hablar con un programa, de modo tal que se cumple la prueba de Turing como cuando se formuló Existirá inteligencia artificial cuando no seamos capaces de distinguir entre un ser humano y un programa informático en una conversación a ciegas ."
en 2017 alphago desarrollado por deepmind derrota 4-1 en una competencia de go al campeón mundial lee sedol este suceso fue muy mediático y marcó un hito en la historia de este juego a finales de ese mismo año stockfish el motor de ajedrez considerado el mejor del mundo con 3 400 puntos elo fue abrumadoramente derrotado por alphazero con solo conocer las reglas del juego y tras solo 4 horas de entrenamiento jugando contra sí mismo,"En 2017 AlphaGo desarrollado por DeepMind derrota 4-1 en una competencia de Go al campeón mundial Lee Sedol. Este suceso fue muy mediático y marcó un hito en la historia de este juego. A finales de ese mismo año, Stockfish, el motor de ajedrez considerado el mejor del mundo con 3 400 puntos ELO, fue abrumadoramente derrotado por AlphaZero con solo conocer las reglas del juego y tras solo 4 horas de entrenamiento jugando contra sí mismo."
como anécdota muchos de los investigadores sobre ia sostienen que la inteligencia es un programa capaz de ser ejecutado independientemente de la máquina que lo ejecute computador o cerebro,"Como anécdota, muchos de los investigadores sobre IA sostienen que la inteligencia es un programa capaz de ser ejecutado independientemente de la máquina que lo ejecute, computador o cerebro ."
en 2017 un grupo de ingenieros en google inventan la arquitectura de transformador un modelo de deep learning que alumbró una nueva generación de modelos grandes de lenguaje empezando por bert y luego el revolucionario gpt de openai,"En 2017 un grupo de ingenieros en Google inventan la arquitectura de transformador, un modelo de deep learning que alumbró una nueva generación de modelos grandes de lenguaje, empezando por BERT, y luego el revolucionario GPT de OpenAI."
en 2018 se lanza el primer televisor con inteligencia artificial por parte de lg electronics con una plataforma denominada thinq,"En 2018, se lanza el primer televisor con inteligencia artificial por parte de LG Electronics con una plataforma denominada ThinQ."
